word,polar
preferable,0.012353871
pregnant,-4.527459798
prep,3.132633487
preschool,2.890125387
present,1.00675725
prestigious,5.606671673
pretentious,-3.273655981
prevalent,-1.516312576
previous,0.959883132
priceless,0.363639649
pricey,0.150920492
prim,-0.719427611
primary,2.414098316
prime,0.917124511
primitive,-0.283211907
principal,2.452142594
pristine,2.916416039
private,1.422782288
problematic,-1.952173223
profane,-3.572109908
profesional,-3.014583149
professional,5.051700241
proficient,2.659333376
profound,-1.050880677
programmable,6.318242849
progressive,0.233630398
prohibitive,-0.150420401
prolific,2.185242467
prolix,-2.989084714
prolonged,-1.88353562
prominent,-0.469579473
promising,0.32902905
promotional,5.259628595
prompt,0.73751635
prone,-2.613147726
proper,0.363341386
proprietary,3.555074889
prospective,3.137939982
protective,-0.103897843
proud,1.207107454
provisional,0.710289166
psychic,-1.418650979
psychological,0.133942917
psychotic,-1.065099445
punchy,1.448233282
punk,-3.586896476
pure,-0.349356253
purple,-1.03065559
pus,-0.238894774
puzzling,-1.305951307
quaint,-1.211283864
queer,-1.445968369
questionable,-4.460858242
quick,2.040132684
quiet,-0.784804166
quintessential,-0.529618104
quirky,0.543616085
racial,-3.403226855
racy,0.047766161
radical,-1.10146783
ragged,-1.156541856
rainy,0.764211587
rakish,-1.909842903
rambling,-0.35856125
rampant,-2.016498018
rancid,-5.296091947
random,0.651094502
rapturous,-1.644514634
rare,1.303064101
raspy,-1.128081435
raw,0.721127465
readable,2.983250927
ready,2.318959151
realistic,0.419082066
rear,0.282387305
reasonable,1.987303392
recent,1.919398145
receptive,0.045081854
rechargeable,6.196041477
reclining,1.10000076
recognisable,2.381329513
recognizable,-0.928144165
recommendable,1.424342285
recoverable,1.878813208
rectangular,2.57354711
red,0.70001279
redeeming,-3.161584136
redial,4.586442537
redundant,1.53706921
refillable,5.895892754
refined,2.354660742
reflective,2.838062046
refreshing,1.770100256
regal,1.4999352
regretful,-2.217965204
regular,2.484069805
relative,1.022715912
relentless,0.082914113
relevant,3.720678847
reliable,3.007281887
religious,-0.171441944
reluctant,-1.920101261
remarkable,1.046068327
reminiscent,-0.247966673
remorseless,-2.758154602
remote,2.522117477
removable,3.890502873
rental,3.43051183
rep,-0.103123667
repetitious,-0.353924613
repetitive,1.564540563
repitive,-1.27176161
replete,-1.927687729
repulsive,-2.528772153
reputable,1.402008893
residential,4.821347996
resounding,-1.370893978
resourceful,0.47563357
respectable,-3.047655494
respectful,-0.227615204
respective,2.873387382
respiratory,-0.180410191
responsible,3.238635105
responsive,3.360407737
restless,-2.964623471
retail,3.622173833
retentive,-3.293672266
revealing,-3.048577922
revengeful,-2.787150864
reverent,-2.459338354
revolutionary,-2.316835236
rewarding,4.221858058
rhythmic,-0.240864673
rich,0.75330506
rickety,-1.675917434
rid,-1.341768089
ridiculous,-2.944495587
right,0.727873689
righteous,-2.638802389
rigid,-0.035095762
ringed,-0.617821507
ripe,-0.002115264
risky,-1.381522356
rival,-3.248335766
rockin,1.744121892
rocky,0.81612604
romantic,-1.236819862
roomy,4.388205302
rotary,4.700950938
rough,-0.551558686
round,0.439237723
rowdy,-3.446043342
rubbery,-1.57620063
rude,-4.618973281
rugged,3.375935674
rural,0.048490726
russet,-0.076503505
rusted,-1.33910355
rustic,2.130272749
rusty,-0.12014891
ruthless,1.370456798
s,3.414626064
sad,-2.817554133
safe,0.923776477
saleable,-0.567610925
salvageable,-0.490169183
same,0.691262305
sandal,1.903174411
sandy,1.555673157
sane,-2.366107328
sappy,-2.627518738
satanic,-5.210708264
satisfactory,0.603022372
satisfying,-0.347731449
savage,-4.564560692
savory,7.833290481
scarce,-0.168095164
scary,-2.834542616
scenic,5.839487449
scheming,-1.919373317
schizophrenic,-3.78946748
scholarly,4.071201871
scientific,3.197373224
scrumptious,1.954055403
seamless,3.649373566
seasonal,3.604116711
second,0.826693671
secondary,2.382429752
secret,-1.255476698
secretive,-4.663559497
secure,2.88603419
secureid,1.127869493
sedate,-2.277585168
seedy,-2.870461292
selectable,5.081141798
selfish,-2.765665728
senior,4.65917841
sensational,-1.651316356
senseless,-3.405485341
sensitive,1.209029486
sentimental,-1.076124141
separate,1.589580911
sequal,-0.971075726
sequential,3.717025138
serial,-1.926658967
seventh,0.06839427
several,1.441598122
sexual,-1.528820785
sexy,-2.596927223
shabby,-1.341199224
shady,0.365136852
shallow,-2.11261627
shameful,-1.906496979
shameless,-3.099726925
sharp,0.035585906
sheepish,-2.184162798
sheer,-2.009566288
shiney,0.620326701
shiny,-3.085269519
shocking,-3.061293226
shoddy,-4.707872303
shoeless,-1.874105596
short,0.393246167
shorty,-0.766633702
showy,1.038652989
shrill,-5.092991309
shy,-1.040922105
sick,-2.25921591
sickalicious,-3.945526401
sickening,-4.237083782
sickly,-3.483370293
silent,-1.870065609
silky,0.410393441
silly,-2.398097912
silver,0.999256343
similar,0.903906709
simple,1.00663165
simplistic,-1.106697044
sinful,-1.361525358
single,1.141046667
singular,-0.921518675
sinister,-2.841206475
situational,1.129172611
sixth,-0.403436256
sizable,-1.272887184
sizzling,-1.400981877
skeleton,-1.6472972
skeptical,-1.742748297
sketchy,-2.975352222
skilled,1.35673393
skillful,-0.570300383
skippable,-1.342400489
slack,-2.057616776
slavish,-3.773787447
sleek,1.805522339
sleepless,-4.773477513
slender,-1.205800971
slick,-0.930780899
slight,-0.885208601
slim,-1.605676894
slippery,-1.75823999
sloppy,-2.63179842
slow,-0.390364695
sluggish,-1.676324726
slumpy,-3.003334395
sly,-3.095631539
small,1.385836165
smallish,-0.86456558
smart,0.604886264
smokey,0.709093688
smoky,0.213363059
smooth,1.882637041
smoother,2.188311375
snappy,-0.3684284
snazzy,-0.013959357
snowy,-0.000755289
soapy,-2.287905286
social,0.683365311
soft,0.180236752
softy,-2.316193655
solar,0.523670363
sole,0.367135453
solemn,0.721472883
solid,2.260918225
somber,-1.244014997
sombre,0.162843949
sonic,-0.140246972
sony,1.790297068
sophisticated,1.623403317
soporific,-3.710566301
sore,-2.736365531
sorry,-0.890736047
soulful,1.134503282
sour,-2.890364603
southern,0.437675138
southwestern,4.409853909
spacey,-0.520018359
spacious,4.98776847
spare,-2.311449744
sparse,-0.89933656
spastic,-1.879364868
special,1.34603357
specialized,5.354676332
specific,1.821790815
spectacular,0.608540101
speedy,-0.997719771
spirited,-3.38233337
spiritual,-0.057498684
splendid,2.002099367
spoiled,-3.208503537
spongy,-0.264103873
spontaneous,-0.442177578
sporadic,0.451821983
sporting,0.591602182
sporty,1.948613045
spotless,-1.379265278
spotty,-0.627588793
springy,-2.296829939
spunky,-3.077996688
sq,6.054462167
squared,1.915096094
squat,-1.83034863
squeaky,-2.531627896
squeamish,-4.50706765
stable,-0.113038119
stagnant,-4.132546311
stagy,-2.762814597
stainless,0.072853923
stale,-1.984389202
standard,0.938855259
stark,-1.021015491
startling,-1.050035121
static,-1.824837364
steady,-2.356525972
steep,-1.452179884
stellar,0.31120845
stereotypical,-2.85335152
steroid,-2.141725262
sticky,-4.309539368
stiff,-4.412377718
stilted,-1.394094125
stinky,-2.681219998
stormy,-4.45662301
straightforward,-0.325272362
strange,-3.10122248
strategic,1.786919049
stray,-1.161666017
streamlined,1.462861587
strenous,-3.310602392
strict,0.40609094
striking,-2.42250306
stringed,1.811104112
strong,-0.159241948
structural,0.102161396
stubborn,-2.419903348
stubby,-0.067066622
stuffy,-3.139649212
stunning,-0.881853437
stupid,-4.802860769
sturdy,2.176096597
stylish,4.601513905
stylistic,-0.996070938
subjective,0.570299349
subsequent,-0.982710444
substantial,0.048297436
subtle,-2.689232008
subtlest,-2.529445078
subversive,-2.290458152
successful,1.364807445
such,0.669845422
sudden,-3.448026758
sufficient,-0.365015864
suitable,0.967377954
sultry,-3.372112079
sumptuous,0.357573359
sunny,-2.083669474
super,0.254239543
superb,3.864071427
superdrive,2.716106036
superficial,-4.349281213
superior,1.453590372
supernatural,-3.116573079
supplementary,1.775430711
supportive,0.586171915
supreme,-0.417509326
surly,-1.892834744
surprising,-1.244368782
surreal,-2.112474732
suspenseful,-2.194144556
suspensful,-1.478401405
suspicious,-2.12780898
swedish,-1.04359972
sweet,-1.759396095
swell,-0.498340491
sweltering,-0.913220956
swiss,0.500279107
swivel,3.820378563
syllabus,1.786510431
symbolic,-0.151840188
symmetric,3.159117849
sympathetic,-3.774486641
symphonic,1.607206912
synchronized,-0.303692649
synonymous,-1.070835061
synthetic,2.538288703
tabloid,-4.173006372
tacky,-3.231163298
tactile,1.029811148
talented,0.909726765
tall,-1.132740276
tan,-1.331591398
tangible,1.842614832
taped,-1.048738115
tapered,2.697225568
targus,10.10711643
tasteful,1.230852831
tasty,0.614034127
taurus,0.334697706
technical,4.570141988
technological,2.284745975
tedious,-0.882262493
teen,-2.155157571
teenage,-3.11968987
teeny,-4.697212801
temperamental,-0.815373431
tempermental,-1.723475852
temporary,1.908805791
tempting,-2.335942917
tender,-1.723740446
tense,-0.973609543
tenth,0.250560548
terminal,-0.74858943
terrestrial,0.182447983
terriable,-2.59214933
terrible,-0.589264926
terrific,1.621947438
terrifying,-0.699040994
terse,-1.065743222
thankful,0.609890892
thankless,-1.477830513
thermal,4.224962355
thick,-1.294987194
thin,-0.080964963
thingy,-2.512591
third,1.07430811
thirsty,-1.66638589
thorough,2.183765619
thoughtful,0.015842283
thrilling,-0.781209581
throaty,-0.535000106
tight,-0.847848594
tiny,-1.418072809
tipsy,-1.371515982
tiresome,-2.877568012
token,-1.433963455
tolerant,0.579113552
top,2.117065466
topiary,1.870685218
torrid,-2.583598435
torsional,6.201716065
tortured,-4.104188284
tossable,-2.354258347
touchy,-3.575472956
tough,-1.369711495
touristy,2.19316823
traditional,2.247038955
tragic,-2.079662846
tranquil,0.848726759
translatable,-1.953027274
translucent,1.396175576
trashy,-3.139079749
tremendous,0.76366709
trendy,-0.209334413
triangular,0.17823107
tribal,-1.04978593
tricky,-0.96605068
trite,-3.271901881
triumphant,-2.620850186
trivial,-1.680283759
tropical,1.210587482
troublesome,-1.540448646
trusty,-2.617686868
truthful,0.228088623
tty,2.768702263
tubular,2.328934666
turbulent,-0.250793358
turgid,-2.153495664
turquoise,3.802052336
twin,0.597976028
twisty,-1.211256529
typical,1.111023247
ubiquitous,1.171631522
ugly,-2.182270552
ultimate,1.900296381
unable,0.757076901
unabridged,-0.887894849
unacceptable,-1.227000383
unanswered,0.091075006
unappealing,-1.413543993
unappropriate,-1.818222314
unattended,1.446445541
unattractive,-3.031894135
unavailable,3.184865178
unavoidable,0.054420732
unbalanced,-1.616996447
unbelievable,-1.228982466
unbidden,-2.825545786
unborn,-2.600156127
uncanny,-0.189047014
uncaring,-3.007127445
uncertain,-0.216042933
unchanged,2.013127988
uncharacteristic,-1.74402307
unclean,-4.240935171
unclear,-0.66883162
uncluttered,4.821880946
uncoated,4.995242034
uncomfortable,-2.012935569
uncommon,0.485575476
uncontrollable,-3.412310957
unconventional,1.250900279
unconvinced,-1.557352678
unconvincing,-2.013031032
uncreative,-2.071836992
uncredited,-1.40439383
undamaged,1.291377623
undeniable,-1.033437688
undercover,0.299724573
underdeveloped,-1.132394671
underground,-0.555985955
underpaid,-1.540682314
understandable,0.630788709
underwater,2.456831004
undiscovered,-0.52325569
undying,-1.912757102
uneasy,-1.072319988
unecessary,-1.028887065
unedited,0.608764283
unenjoyable,-1.916811708
unesthetic,-4.99367509
unethical,-1.539932478
uneven,1.199650664
unexpected,0.125570637
unexplained,-1.795471958
unfair,-1.340330912
unfamiliar,1.053203563
unfavorable,-0.236339431
unfinished,-0.726291296
unforgettable,2.23673474
unforgivable,-3.234867587
unforgiving,-1.168472996
unfortunate,-7.19422587
unfriendly,-1.847912483
unhappy,-2.835697081
unhealthy,-0.341334326
unheard,0.466474498
unhelpful,-1.439196152
unhurried,1.82851905
unidentifiable,-1.482499533
unimaginative,-2.407526815
unimportant,0.309405498
unimpressed,-1.181401104
unimpressive,-1.749143256
uninspired,-1.126381054
uninstalled,0.898108476
unintelligent,-2.923440481
unintended,-0.392399125
unintentional,-0.89767761
uninterested,-1.663931258
uninteresting,-2.226537872
uninvited,-1.908283594
unique,5.150529506
universal,1.395825116
unjust,-2.158090601
unkempt,-2.138663527
unknown,0.535564504
unleaded,1.927222297
unlikely,0.021620043
unlimited,1.541230503
unlistenable,-1.953256998
unlisteneable,-7.936977357
unmatched,6.319922809
unmeasurable,-0.256607052
unmotivated,-1.668970408
unmount,-2.119386539
unmoving,-2.838793794
unnamed,0.296414853
unnatural,0.027171083
unnecessary,0.149853522
unnerving,-1.174881592
unoccupied,0.394312056
unoriginal,-2.298835504
unorthodox,0.034083679
unpainted,1.758279167
unparalleled,3.087738985
unpleasant,-3.202682239
unplug,1.155944256
unplugged,-1.071617558
unpolished,-0.979529131
unprecedented,0.222114337
unpredictable,0.881429442
unprepared,-1.71624119
unready,-2.691000474
unreal,-1.458933819
unrealistic,-0.010862985
unreasonable,-1.55457988
unredeemable,-4.359456394
unrefined,-0.213337639
unrelated,-0.323631334
unreleased,-0.963033879
unrelenting,-1.654121278
unreliable,0.351784978
unremarkable,-0.601731586
unrestricted,3.612392549
unshaven,-3.049113888
unsightly,0.887390208
unspectacular,-1.27604743
unstable,-0.667233137
unsteady,-0.294710637
unsuccessful,0.158456993
unsure,0.402669998
unsuspectable,-2.007579886
unsuspecting,-3.230364377
unsympathetic,-2.386414382
untimely,-2.841948633
untold,0.105451431
untried,-0.842235739
untrue,0.537389767
unusable,-1.38462638
unused,2.136249114
unusual,1.59099288
unveil,-0.336503749
unveiling,0.876659397
unwanted,-0.210002642
unwarranted,-2.930127288
unwashable,-4.162633009
unwelcome,-2.268498408
unwilling,-2.746383756
unworthy,-1.415731958
unwrapped,1.164026073
upbeat,1.33663418
upcoming,4.414866655
upgradable,4.250903635
upgradeable,6.085042952
uphill,0.959327895
upper,2.195128801
urban,1.423224815
urgent,0.44479465
usable,2.909747659
useable,1.84922019
useful,3.254680591
useless,-3.480919015
ussual,-2.630880375
usual,0.341146926
utmost,-0.008677876
utter,-4.021829923
vague,-2.802137152
valiant,-0.205685055
valid,2.759668571
valuable,2.775220041
variable,0.393592193
various,1.666334888
vengeful,-4.065289059
venomous,-3.132075442
ventilated,3.571755399
verbal,-1.644775003
veritable,-0.939794862
vernacular,-1.156075941
versatile,4.26984085
vertical,0.98711211
vestigial,-3.397653866
viable,0.334824366
vicious,-6.37834334
video,3.021758125
viewable,2.778304378
violent,-1.915779091
virginal,-2.744873446
virtual,3.342666693
visible,-0.085160115
visual,2.112431158
vital,1.025794177
vivid,-1.770736968
vocal,-1.1470021
voluminous,-0.285227363
vulgar,-1.868124392
vulnerable,-0.796509065
warm,0.539351581
wary,-2.938589531
watchable,-3.556130006
weak,-1.347610498
wealthy,-3.879636126
weary,-2.693140213
weekday,3.043448596
weekly,1.496559132
weird,-1.877015959
weirdish,-2.980902753
welcome,3.022825389
western,1.178702973
wet,-1.47565631
whimsical,-0.134620642
whiney,-3.870975053
white,0.155010845
whole,-0.129356168
wholesome,0.532230636
whopping,-1.606687809
wicked,-5.177019327
wide,2.784018671
wifey,-3.047292313
wild,-1.229489634
willing,-0.270735419
winded,-3.20674163
winy,-2.905783938
wireless,3.594417551
wise,-0.593231831
wistful,-2.616695116
witty,-1.21673784
wobbly,-2.095614716
wonderful,1.679471842
wondrous,-4.781488204
wooden,-1.981967843
woodland,4.27061524
woody,0.343218258
wordless,-1.968705112
workable,1.230552794
workaholic,-1.673813267
workhaholic,1.226914603
worldwide,4.953327191
worth,0.664143171
worthless,-4.103001467
worthwhile,0.137653616
worthy,-1.620986439
wrecked,-4.476479795
wretched,-1.662371402
wrong,-3.688041474
wrongful,-1.648376413
yal,0.605491917
yellow,-0.40427359
young,-0.52984079
youthful,-0.128726246
